,flightNum,,org,,dest,dep_time in sec from midnight,arr_time in sec from midnight,day,fleet,tail,,,flight time,turn time,distance_mile
319,2029,0,MSP,0,SLC,55200,65340,17,A320,N319US,0,0,169,3420,858
320,40,0,SLC,0,MSP,68760,77640,17,A320,N319US,0,0,148,4860,858
321,2572,0,MSP,0,MSO,82500,92520,17,A320,N319US,0,1,167,0,876
322,1501,0,BOS,0,ATL,26100,36420,17,A320,N320US,1,1,172,0,820
323,2490,0,PVD,0,DTW,25200,32580,17,A320,N321US,1,0,123,40920,531
324,662,0,MSP,0,FAR,73500,77160,17,A320,N321US,0,1,61,0,192
325,1660,0,IAH,0,SLC,25200,36000,17,A320,N322US,1,0,180,2700,1036
326,965,0,SLC,0,MSP,38700,47640,17,A320,N322US,0,0,149,3360,858
327,2604,0,MSP,0,GRR,51000,55560,17,A320,N322US,0,0,76,2640,353
328,1336,0,GRR,0,MSP,58200,63240,17,A320,N322US,0,1,84,0,353
329,1825,0,BWI,0,ATL,32400,39000,17,A320,N324US,1,0,110,3300,499
330,1423,0,ATL,0,STL,42300,47940,17,A320,N324US,0,0,94,2460,419
331,1423,0,STL,0,ATL,50400,56100,17,A320,N324US,0,0,95,2700,419
332,2300,0,ATL,0,BOS,58800,68760,17,A320,N324US,0,0,166,2520,820
333,2410,0,BOS,0,ATL,71280,81600,17,A320,N324US,0,1,172,0,820
334,1321,0,BUF,0,DTW,21600,25560,17,A320,N325US,1,1,66,4140,208
335,1644,0,BIL,0,SLC,29700,34200,17,A320,N326US,1,0,75,4500,336
336,671,0,SLC,0,BOI,38700,42720,17,A320,N326US,0,0,67,2460,251
337,1385,0,BOI,0,MSP,45180,54600,17,A320,N326US,0,0,157,3300,988
338,959,0,MSP,0,MCI,57900,62700,17,A320,N326US,0,0,80,2400,341
339,959,0,MCI,0,MSP,65100,70020,17,A320,N326US,0,0,82,3480,341
340,41,0,MSP,0,SLC,73500,83340,17,A320,N326US,0,1,164,0,858
341,978,0,SAN,0,SLC,33300,40140,17,A320,N327NW,1,0,114,2760,543
342,1287,0,SLC,0,AUS,42900,52620,17,A320,N327NW,0,0,162,2520,941
343,1287,0,AUS,0,SLC,55140,65040,17,A320,N327NW,0,0,165,2820,941
344,1374,0,SLC,0,OAK,67860,74880,17,A320,N327NW,0,0,117,2400,509
345,1374,0,OAK,0,SLC,77280,83040,17,A320,N327NW,0,0,96,3000,509
346,1253,0,SLC,0,OAK,86040,93060,17,A320,N327NW,0,1,117,0,509
347,1324,0,BNA,0,ATL,27000,31200,17,A320,N328NW,1,0,70,3000,185
348,2603,0,ATL,0,IAH,34200,41460,17,A320,N328NW,0,0,121,2400,596
349,2603,0,IAH,0,ATL,43860,51360,17,A320,N328NW,0,0,125,28440,596
350,1949,0,ATL,0,MIA,79800,86640,17,A320,N328NW,0,1,114,0,517
351,2151,0,MIA,0,LGA,27000,37920,17,A320,N329NW,1,0,182,3480,953
352,2219,0,LGA,0,MSP,41400,52260,17,A320,N329NW,0,0,181,3540,883
353,2051,0,MSP,0,LAS,55800,67440,17,A320,N329NW,0,0,194,3660,1126
354,2639,0,LAS,0,SLC,71100,75780,17,A320,N329NW,0,0,78,3720,318
355,779,0,SLC,0,LAS,79500,84360,17,A320,N329NW,0,1,81,0,318
356,1888,0,GRB,0,MSP,36900,40800,17,A320,N331NW,1,0,65,4140,218
357,2259,0,MSP,0,SLC,44940,54780,17,A320,N331NW,0,0,164,6420,858
358,2078,0,SLC,0,SAN,61200,67560,17,A320,N331NW,0,0,106,2640,543
359,2078,0,SAN,0,SLC,70200,76560,17,A320,N331NW,0,1,106,0,543
360,1572,0,ATL,0,TPA,27000,31920,17,A320,N332NW,1,0,82,3180,352
361,1572,0,TPA,0,ATL,35100,40680,17,A320,N332NW,0,0,93,33720,352
362,903,0,ATL,0,BOS,74400,83880,17,A320,N332NW,0,1,158,0,820
363,749,0,MIA,0,ATL,32400,39180,17,A320,N333NW,1,0,113,31320,517
364,1079,0,ATL,0,MHT,70500,79860,17,A320,N333NW,0,1,156,0,825
365,977,0,ORD,0,ATL,24900,31800,17,A320,N334NW,1,0,115,40680,526
366,1107,0,ATL,0,LAS,72480,87780,17,A320,N334NW,0,0,255,6720,1512
367,2102,0,LAS,0,ATL,94500,108360,17,A320,N334NW,0,1,231,0,1512
368,1132,0,SJC,0,SLC,33300,39840,17,A320,N335NW,1,0,109,3060,506
369,1189,0,SLC,0,BWI,42900,57960,17,A320,N335NW,0,0,251,2400,1614
370,1189,0,BWI,0,SLC,60360,76800,17,A320,N335NW,0,0,274,2700,1614
371,1182,0,SLC,0,STL,79500,89580,17,A320,N335NW,0,1,168,0,1001
372,916,0,LAS,0,DTW,32400,46560,17,A320,N337NW,1,0,236,5640,1514
373,1621,0,DTW,0,TPA,52200,61740,17,A320,N337NW,0,0,159,2760,855
374,1226,0,TPA,0,DTW,64500,73920,17,A320,N337NW,0,1,157,0,855
375,2292,0,PHX,0,MSP,38700,53760,17,A320,N338NW,1,0,251,3960,1106
376,917,0,MSP,0,BWI,57720,66660,17,A320,N338NW,0,0,149,3060,810
377,917,0,BWI,0,MSP,69720,79140,17,A320,N338NW,0,0,157,2760,810
378,1260,0,MSP,0,SMF,81900,95460,17,A320,N338NW,0,1,226,0,1313
379,1981,0,SMF,0,MSP,12300,24180,17,A320,N339NW,1,0,198,4920,1313
380,2092,0,MSP,0,MCI,29100,34020,17,A320,N339NW,0,0,82,2460,341
381,2092,0,MCI,0,MSP,36480,41340,17,A320,N339NW,0,0,81,3360,341
382,2371,0,MSP,0,SMF,44700,58020,17,A320,N339NW,0,0,222,2640,1313
383,2647,0,SMF,0,SLC,60660,66000,17,A320,N339NW,0,1,89,0,460
384,1701,0,BOS,0,ATL,35100,44820,17,A320,N340NW,1,0,162,0,820
385,48,0,DTW,0,MSP,35400,41940,17,A320,N340NW,0,0,109,7500,457
386,930,0,ATL,0,MSP,49440,58920,17,A320,N340NW,0,0,158,3180,787
387,787,0,MSP,0,ATL,62100,71100,17,A320,N340NW,0,0,150,3120,787
388,772,0,ATL,0,PVD,74220,83280,17,A320,N340NW,0,1,151,0,782
389,2484,0,DTW,0,PHL,26700,32760,17,A320,N341NW,1,0,101,2400,392
390,2484,0,PHL,0,DTW,35160,41400,17,A320,N341NW,0,0,104,3060,392
391,2335,0,DTW,0,SLC,44460,58380,17,A320,N341NW,0,0,232,3420,1282
392,1074,0,SLC,0,MSP,61800,70620,17,A320,N341NW,0,0,147,3180,858
393,1101,0,MSP,0,BWI,73800,82500,17,A320,N341NW,0,1,145,0,810
394,1444,0,DTW,0,DCA,27000,32100,17,A320,N342NW,1,0,85,3000,351
395,2543,0,DCA,0,DTW,35100,40500,17,A320,N342NW,0,0,90,2700,351
396,2317,0,DTW,0,LAS,43200,58500,17,A320,N342NW,0,0,255,2700,1514
397,1389,0,LAS,0,DTW,61200,75540,17,A320,N342NW,0,1,239,0,1514
398,1479,0,MEM,0,LAS,30300,43140,17,A320,N343NW,1,0,214,2760,1226
399,72,0,LAS,0,ATL,45900,60420,17,A320,N343NW,0,1,242,0,1512
400,2190,0,JFK,0,MIA,28800,39900,17,A320,N344NW,1,0,185,2400,947
401,1282,0,MIA,0,DTW,42300,53400,17,A320,N344NW,0,0,185,2700,995
402,1490,0,DTW,0,LAS,56100,72120,17,A320,N344NW,0,0,267,2580,1514
403,594,0,LAS,0,MEM,74700,86400,17,A320,N344NW,0,1,195,0,1226
404,1315,0,BOS,0,MCO,25800,36900,17,A320,N345NW,1,0,185,2700,974
405,675,0,MCO,0,JFK,39600,49260,17,A320,N345NW,0,0,161,5280,820
406,2082,0,JFK,0,LAS,54540,75660,17,A320,N345NW,0,0,352,3480,1947
407,1682,0,LAS,0,MSP,79140,89820,17,A320,N345NW,0,1,178,0,1126
408,1741,0,CVG,0,SLC,30000,43380,17,A320,N347NW,1,0,223,3420,1255
409,2027,0,SLC,0,RNO,46800,51780,17,A320,N347NW,0,0,83,2460,364
410,2027,0,RNO,0,SLC,54240,58800,17,A320,N347NW,0,0,76,9660,364
411,2425,0,SLC,0,RDU,68460,82860,17,A320,N347NW,0,1,240,0,1579
412,1955,0,ATL,0,CVG,50880,56100,17,A320,N348NW,1,0,87,2700,324
413,1894,0,CVG,0,SFO,58800,76800,17,A320,N348NW,0,0,300,14100,1763
414,1894,0,SFO,0,CVG,90900,107340,17,A320,N348NW,0,1,274,0,1763
415,2088,0,STL,0,SLC,27600,38580,17,A320,N349NW,1,0,183,3480,1001
416,2646,0,SLC,0,EWR,42060,58140,17,A320,N349NW,0,0,268,2400,1704
417,1185,0,EWR,0,SLC,60540,78840,17,A320,N349NW,0,0,305,2760,1704
418,2080,0,SLC,0,PHX,81600,83760,17,A320,N349NW,0,1,36,0,440
419,1950,0,SLC,0,DTW,35100,47520,17,A320,N350NA,1,0,207,2880,1282
420,1330,0,DTW,0,CLT,50400,56700,17,A320,N350NA,0,0,105,3000,434
421,1330,0,CLT,0,DTW,59700,66540,17,A320,N350NA,0,0,114,4560,434
422,188,0,DTW,0,LGA,71100,77580,17,A320,N350NA,0,1,108,0,433
423,826,0,ATL,0,CLT,58980,64020,17,A320,N351NW,1,0,84,2400,196
424,826,0,CLT,0,ATL,66420,71760,17,A320,N351NW,0,0,89,6840,196
425,1750,0,ATL,0,JFK,78600,86880,17,A320,N351NW,0,1,138,0,658
426,2198,0,MSP,0,DTW,35100,41160,17,A320,N352NW,1,0,101,2760,457
427,1821,0,DTW,0,PHX,43920,55140,17,A320,N352NW,0,0,187,2700,1447
428,1821,0,PHX,0,DTW,57840,75480,17,A320,N352NW,0,0,294,2520,1447
429,1448,0,DTW,0,LGA,78000,84180,17,A320,N352NW,0,1,103,0,433
430,2324,0,SLC,0,ATL,11160,24000,17,A320,N353NW,1,0,214,2400,1377
431,399,0,ATL,0,SLC,26400,40200,17,A320,N353NW,0,0,230,3000,1377
432,2634,0,SLC,0,CVG,43200,55140,17,A320,N353NW,0,0,199,3360,1255
433,2390,0,CVG,0,SAN,58500,73860,17,A320,N353NW,0,0,256,17340,1616
434,2320,0,SAN,0,CVG,91200,106320,17,A320,N353NW,0,1,252,0,1616
435,521,0,CLT,0,SLC,28800,44880,17,A320,N354NW,1,0,268,3720,1495
436,2071,0,SLC,0,PHX,48600,50940,17,A320,N354NW,0,0,39,4740,440
437,966,0,PHX,0,SLC,55680,64680,17,A320,N354NW,0,0,150,4020,440
438,522,0,SLC,0,CLT,68700,83160,17,A320,N354NW,0,1,241,0,1495
439,1245,0,MSO,0,MSP,28800,37500,17,A320,N355NW,1,0,145,3600,876
440,1188,0,MSP,0,PHL,41100,50280,17,A320,N355NW,0,0,153,2640,848
441,1897,0,PHL,0,MSP,52920,62760,17,A320,N355NW,0,0,164,3240,848
442,2009,0,MSP,0,DEN,66000,73560,17,A320,N355NW,0,0,126,2640,589
443,1283,0,DEN,0,SLC,76200,81720,17,A320,N355NW,0,0,92,4740,338
444,1171,0,SLC,0,SJC,86460,93240,17,A320,N355NW,0,1,113,0,506
445,1408,0,OAK,0,SLC,32700,38880,17,A320,N356NW,1,0,103,3480,509
446,880,0,SLC,0,STL,42360,52500,17,A320,N356NW,0,0,169,2400,1001
447,880,0,STL,0,SLC,54900,65700,17,A320,N356NW,0,0,180,3600,1001
448,1114,0,SLC,0,BWI,69300,84240,17,A320,N356NW,0,1,249,0,1614
449,2594,0,LGA,0,DEN,29100,44700,17,A320,N357NW,1,0,260,2400,1402
450,98,0,DEN,0,DTW,47100,57480,17,A320,N357NW,0,0,173,2700,972
451,2021,0,DTW,0,PHX,60180,71280,17,A320,N357NW,0,0,185,2460,1447
452,1442,0,PHX,0,SLC,73740,82800,17,A320,N357NW,0,1,151,0,440
453,1483,0,SLC,0,LAS,38220,43140,17,A320,N358NW,1,0,82,2460,318
454,2654,0,LAS,0,DTW,45600,59820,17,A320,N358NW,0,0,237,3780,1514
455,2445,0,DTW,0,DFW,63600,73740,17,A320,N358NW,0,1,169,0,855
456,1301,0,PIT,0,DTW,24000,28140,17,A320,N359NW,1,0,69,2760,173
457,2167,0,DTW,0,SLC,30900,45000,17,A320,N359NW,0,0,235,3000,1282
458,2284,0,SLC,0,SMF,48000,53940,17,A320,N359NW,0,0,99,3360,460
459,2477,0,SMF,0,MSP,57300,69180,17,A320,N359NW,0,0,198,4320,1313
460,721,0,MSP,0,ATL,73500,82320,17,A320,N359NW,0,1,147,0,787
461,2081,0,TPA,0,LAX,26460,45000,17,A320,N361NW,1,0,309,2400,1870
462,2137,0,LAX,0,SLC,47400,53640,17,A320,N361NW,0,0,104,3120,511
463,1802,0,SLC,0,DEN,56760,61800,17,A320,N361NW,0,0,84,2460,338
464,1794,0,DEN,0,LGA,64260,78000,17,A320,N361NW,0,1,229,0,1402
465,824,0,PHX,0,DTW,29700,47460,17,A320,N362NW,1,0,296,2940,1447
466,1562,0,DTW,0,PHL,50400,56220,17,A320,N362NW,0,0,97,3180,392
467,1562,0,PHL,0,DTW,59400,66240,17,A320,N362NW,0,0,114,5460,392
468,2121,0,DTW,0,PHX,71700,82920,17,A320,N362NW,0,1,187,0,1447
469,2560,0,BWI,0,SLC,28440,44940,17,A320,N363NW,1,0,275,4260,1614
470,1155,0,SLC,0,GEG,49200,55140,17,A320,N363NW,0,0,99,3360,473
471,1155,0,GEG,0,SLC,58500,64140,17,A320,N363NW,0,0,94,4260,473
472,952,0,SLC,0,PDX,68400,74580,17,A320,N363NW,0,0,103,2460,545
473,952,0,PDX,0,SLC,77040,83280,17,A320,N363NW,0,0,104,3720,545
474,1909,0,SLC,0,SAN,87000,93660,17,A320,N363NW,0,1,111,0,543
475,2297,0,ATL,0,JAX,49500,53880,17,A320,N364NW,1,0,73,2400,233
476,2297,0,JAX,0,ATL,56280,60960,17,A320,N364NW,0,1,78,0,233
477,809,0,BOS,0,MSP,21600,33060,17,A320,N365NW,1,0,191,3540,973
478,2163,0,MSP,0,PDX,36600,49260,17,A320,N365NW,0,0,211,2640,1234
479,2200,0,PDX,0,MSP,51900,63300,17,A320,N365NW,0,0,190,3900,1234
480,2296,0,MSP,0,LGA,67200,76980,17,A320,N365NW,0,1,163,0,883
481,1173,0,LAS,0,ATL,11700,25980,17,A320,N366NW,1,0,238,4080,1512
482,2212,0,ATL,0,PNS,30060,34140,17,A320,N366NW,0,0,68,2580,235
483,2212,0,PNS,0,ATL,36720,41280,17,A320,N366NW,0,0,76,3120,235
484,1507,0,ATL,0,SLC,44400,58560,17,A320,N366NW,0,0,236,3240,1377
485,1372,0,SLC,0,ATL,61800,75360,17,A320,N366NW,0,0,226,3480,1377
486,1603,0,ATL,0,LAS,78840,94020,17,A320,N366NW,0,1,253,0,1512
487,1421,0,BWI,0,MSP,24600,34020,17,A320,N367NW,1,0,157,2880,810
488,1356,0,MSP,0,BOI,36900,47760,17,A320,N367NW,0,0,181,2460,988
489,671,0,BOI,0,SLC,50220,54060,17,A320,N367NW,0,0,64,8340,251
490,1882,0,SLC,0,DTW,62400,74640,17,A320,N367NW,0,0,204,3600,1282
491,2486,0,DTW,0,PVD,78240,84600,17,A320,N367NW,0,1,106,0,531
492,2487,0,MSP,0,PHL,29100,38100,17,A320,N368NW,1,0,150,3300,848
493,2487,0,PHL,0,MSP,41400,51720,17,A320,N368NW,0,0,172,4080,848
494,1235,0,MSP,0,PDX,55800,68580,17,A320,N368NW,0,0,213,3420,1234
495,2090,0,PDX,0,MSP,72000,83160,17,A320,N368NW,0,1,186,0,1234
496,2050,0,DFW,0,SLC,25500,35040,17,A320,N369NW,1,0,159,2760,856
497,1414,0,SLC,0,LAX,37800,45000,17,A320,N369NW,0,0,120,2400,511
498,2590,0,LAX,0,TPA,47400,64500,17,A320,N369NW,0,0,285,2400,1870
499,915,0,TPA,0,LAX,66900,85320,17,A320,N369NW,0,0,307,4980,1870
500,856,0,LAX,0,TPA,90300,107520,17,A320,N369NW,0,1,287,0,1870
501,1526,0,MCO,0,LGA,28800,38220,17,A320,N371NW,1,0,157,2700,825
502,2098,0,LGA,0,MIA,40920,52740,17,A320,N371NW,0,0,197,2400,953
503,2098,0,MIA,0,LGA,55140,66360,17,A320,N371NW,0,0,187,2940,953
504,2139,0,LGA,0,MIA,69300,81120,17,A320,N371NW,0,1,197,0,953
505,1345,0,PDX,0,MSP,36000,47460,17,A320,N372NW,1,0,191,4440,1234
506,788,0,MSP,0,MSN,51900,55380,17,A320,N372NW,0,0,58,4320,197
507,788,0,MSN,0,MSP,59700,63480,17,A320,N372NW,0,0,63,4860,197
508,2054,0,MSP,0,SMF,68340,82140,17,A320,N372NW,0,1,230,0,1313
509,792,0,MCI,0,MSP,28500,33360,17,A320,N373NW,1,0,81,33840,341
510,1328,0,MSP,0,PDX,67200,80160,17,A320,N373NW,0,1,216,0,1234
511,731,0,LGA,0,DTW,21600,28200,17,A320,N374NW,1,0,110,3000,433
512,1511,0,DTW,0,DEN,31200,42420,17,A320,N374NW,0,0,187,3060,972
513,928,0,DEN,0,LGA,45480,59400,17,A320,N374NW,0,0,232,2700,1402
514,884,0,LGA,0,DEN,62100,77880,17,A320,N374NW,0,1,263,0,1402
515,1632,0,MSP,0,ORD,28800,33900,17,A320,N375NC,1,0,85,2460,289
516,1632,0,ORD,0,MSP,36360,41640,17,A320,N375NC,0,0,88,2700,289
517,1716,0,MSP,0,MSO,44340,54540,17,A320,N375NC,0,0,170,2400,876
518,1716,0,MSO,0,MSP,56940,65580,17,A320,N375NC,0,0,144,2520,876
519,1357,0,MSP,0,DTW,68100,74220,17,A320,N375NC,0,0,102,4500,457
520,1303,0,DTW,0,PIT,78720,82440,17,A320,N375NC,0,1,62,0,173
521,2622,0,DEN,0,MSP,30600,37380,17,A320,N376NW,1,0,113,3120,589
522,1329,0,MSP,0,TPA,40500,51660,17,A320,N376NW,0,0,186,2760,1134
523,1192,0,TPA,0,JFK,54420,64740,17,A320,N376NW,0,0,172,3660,873
524,2159,0,JFK,0,MCO,68400,79980,17,A320,N376NW,0,1,193,0,820
525,2651,0,SMF,0,SLC,32700,38280,17,A320,N377NW,1,0,93,23220,460
526,1194,0,SLC,0,PDX,61500,67740,17,A320,N377NW,0,0,104,2460,545
527,1194,0,PDX,0,SLC,70200,76380,17,A320,N377NW,0,0,103,9600,545
528,979,0,SLC,0,BIL,85980,90480,17,A320,N377NW,0,1,75,0,336
529,1403,0,PDX,0,MSP,12300,23520,17,A320,N378NW,1,0,187,5280,1234
530,2193,0,MSP,0,SEA,28800,41760,17,A320,N378NW,0,0,216,3480,1211
531,1350,0,SEA,0,DTW,45240,60480,17,A320,N378NW,0,0,254,3120,1668
532,1335,0,DTW,0,IND,63600,67320,17,A320,N378NW,0,0,62,2880,199
533,2330,0,IND,0,MSP,70200,76260,17,A320,N378NW,0,1,101,0,435
534,2440,0,SEA,0,MSP,13500,24720,17,A333,N805NW,1,1,187,10680,1211
535,837,0,ATL,0,HNL,35400,66360,17,A333,N814NW,1,0,516,7800,3902
536,836,0,HNL,0,ATL,74160,109200,17,A333,N814NW,0,1,584,0,3902
537,2538,0,JAN,0,ATL,25200,30000,17,B712,N891AT,1,0,80,2700,294
538,1268,0,ATL,0,MYR,32700,36960,17,B712,N891AT,0,0,71,2100,274
539,1268,0,MYR,0,ATL,39060,43740,17,B712,N891AT,0,0,78,1260,274
540,1556,0,ATL,0,GSP,45000,48240,17,B712,N891AT,0,0,54,2160,132
541,1556,0,GSP,0,ATL,50400,54600,17,B712,N891AT,0,0,70,5100,132
542,1946,0,ATL,0,CLE,59700,66720,17,B712,N891AT,0,0,117,2160,481
543,1946,0,CLE,0,ATL,68880,75420,17,B712,N891AT,0,0,109,4020,481
544,2529,0,ATL,0,CLE,79440,86040,17,B712,N891AT,0,1,110,0,481
545,2517,0,VPS,0,ATL,23400,27300,17,B712,N892AT,1,0,65,2700,216
546,1633,0,ATL,0,HOU,30000,37800,17,B712,N892AT,0,0,130,2100,603
547,1633,0,HOU,0,ATL,39900,47340,17,B712,N892AT,0,0,124,4800,603
548,1732,0,ATL,0,CLE,52140,58560,17,B712,N892AT,0,0,107,2100,481
549,1732,0,CLE,0,ATL,60660,67080,17,B712,N892AT,0,0,107,2880,481
550,2178,0,ATL,0,TLH,69960,73920,17,B712,N892AT,0,1,66,0,193
551,1614,0,LIT,0,ATL,29400,35040,17,B712,N893AT,1,0,94,3960,391
552,1163,0,ATL,0,JAN,39000,43860,17,B712,N893AT,0,0,81,2400,294
553,1163,0,JAN,0,ATL,46260,51300,17,B712,N893AT,0,0,84,2700,294
554,2537,0,ATL,0,EWR,54000,62940,17,B712,N893AT,0,0,149,2460,646
555,2537,0,EWR,0,ATL,65400,74580,17,B712,N893AT,0,0,153,60,646
556,1953,0,ATL,0,DSM,74640,82620,17,B712,N893AT,0,1,133,0,644
557,742,0,BNA,0,ATL,23400,27300,17,B712,N894AT,1,0,65,2700,185
558,2421,0,ATL,0,BNA,30000,33960,17,B712,N894AT,0,0,66,2640,185
559,2421,0,BNA,0,ATL,36600,40920,17,B712,N894AT,0,0,72,2580,185
560,1675,0,ATL,0,IAH,43500,50820,17,B712,N894AT,0,0,122,2100,596
561,1675,0,IAH,0,ATL,52920,60660,17,B712,N894AT,0,0,129,3540,596
562,972,0,ATL,0,GSP,64200,68040,17,B712,N894AT,0,0,64,2160,132
563,1785,0,GSP,0,ATL,70200,73860,17,B712,N894AT,0,0,61,2040,132
564,1583,0,ATL,0,XNA,75900,82860,17,B712,N894AT,0,1,116,0,510
565,807,0,EWR,0,ATL,27900,36300,17,B712,N895AT,1,0,140,2400,646
566,2451,0,ATL,0,MEM,38700,43800,17,B712,N895AT,0,0,85,2400,286
567,28,0,MEM,0,ATL,46200,51900,17,B712,N895AT,0,0,95,3420,286
568,539,0,ATL,0,MDT,55320,62520,17,B712,N895AT,0,0,120,2100,537
569,539,0,MDT,0,ATL,64620,71760,17,B712,N895AT,0,0,119,2460,537
570,2338,0,ATL,0,LFT,74220,80280,17,B712,N895AT,0,1,101,0,436
571,734,0,SAV,0,ATL,27900,32460,17,B712,N896AT,1,0,76,3540,185
572,1798,0,ATL,0,EWR,36000,44640,17,B712,N896AT,0,0,144,2160,646
573,1798,0,EWR,0,ATL,46800,55500,17,B712,N896AT,0,0,145,3300,646
574,857,0,ATL,0,IAH,58800,66840,17,B712,N896AT,0,0,134,2100,596
575,857,0,IAH,0,ATL,68940,76740,17,B712,N896AT,0,0,130,2820,596
576,2542,0,ATL,0,JAN,79560,84300,17,B712,N896AT,0,1,79,0,294
577,2415,0,ATL,0,EWR,69600,78180,17,B712,N910AT,1,1,143,0,646
578,2122,0,ATL,0,TRI,32700,36660,17,B712,N919AT,1,0,66,2100,-1
579,2122,0,TRI,0,ATL,38760,42900,17,B712,N919AT,0,0,69,2400,-1
580,1942,0,ATL,0,EWR,45300,53940,17,B712,N919AT,0,0,144,2160,646
581,699,0,EWR,0,ATL,56100,64740,17,B712,N919AT,0,0,144,3960,646
582,1850,0,ATL,0,MSN,68700,76380,17,B712,N919AT,0,1,128,0,614
583,1884,0,IAH,0,ATL,25200,32700,17,B712,N920AT,1,0,125,3960,596
584,1214,0,ATL,0,GSO,36660,41340,17,B712,N920AT,0,0,78,2100,265
585,1214,0,GSO,0,ATL,43440,48180,17,B712,N920AT,0,0,79,2580,265
586,1813,0,ATL,0,TLH,50760,54660,17,B712,N920AT,0,0,65,2220,193
587,1813,0,TLH,0,ATL,56880,61200,17,B712,N920AT,0,0,72,2700,193
588,1381,0,ATL,0,HSV,63900,67500,17,B712,N920AT,0,0,60,2100,130
589,1381,0,HSV,0,ATL,69600,73080,17,B712,N920AT,0,1,58,0,130
590,672,0,CLE,0,ATL,29700,36240,17,B712,N921AT,1,0,109,2820,481
591,2628,0,ATL,0,HSV,39060,42600,17,B712,N921AT,0,0,59,2100,130
592,2628,0,HSV,0,ATL,44700,48240,17,B712,N921AT,0,0,59,2460,130
593,1861,0,ATL,0,LIT,50700,56280,17,B712,N921AT,0,0,93,2100,391
594,1861,0,LIT,0,ATL,58380,64140,17,B712,N921AT,0,0,96,2400,391
595,1484,0,ATL,0,SAV,66540,70680,17,B712,N921AT,0,1,69,0,185
596,1729,0,ATL,0,TYS,29460,32580,17,B712,N924AT,1,0,52,2100,132
597,1729,0,TYS,0,ATL,34680,38400,17,B712,N924AT,0,0,62,2400,132
598,2555,0,ATL,0,EWR,40800,49260,17,B712,N924AT,0,0,141,2100,646
599,673,0,EWR,0,ATL,51360,59760,17,B712,N924AT,0,0,140,4980,646
600,1261,0,ATL,0,IND,64740,70740,17,B712,N924AT,0,0,100,2100,375
601,526,0,IND,0,ATL,72840,78420,17,B712,N924AT,0,0,93,4860,375
602,1320,0,ATL,0,SAV,83280,86880,17,B712,N924AT,0,1,60,0,185
603,575,0,EWR,0,ATL,23400,32100,17,B712,N925AT,1,0,145,2400,646
604,1940,0,ATL,0,DSM,34500,42240,17,B712,N925AT,0,0,129,2100,644
605,1940,0,DSM,0,ATL,44340,51840,17,B712,N925AT,0,0,125,2760,644
606,1532,0,ATL,0,DSM,54600,62700,17,B712,N925AT,0,0,135,2100,644
607,1532,0,DSM,0,ATL,64800,72420,17,B712,N925AT,0,0,127,3120,644
608,875,0,ATL,0,MYR,75540,80100,17,B712,N925AT,0,1,76,0,274
609,551,0,LFT,0,ATL,25200,31260,17,B712,N926AT,1,0,101,2400,436
610,1367,0,ATL,0,VPS,33660,37920,17,B712,N926AT,0,0,71,2100,216
611,1367,0,VPS,0,ATL,40020,44340,17,B712,N926AT,0,0,72,2400,216
612,2528,0,ATL,0,CLE,46740,53100,17,B712,N926AT,0,0,106,2100,481
613,2528,0,CLE,0,ATL,55200,61800,17,B712,N926AT,0,0,110,3900,481
614,1834,0,ATL,0,STL,65700,71880,17,B712,N926AT,0,0,103,2580,419
615,1834,0,STL,0,ATL,74460,80100,17,B712,N926AT,0,1,94,0,419
616,931,0,DTW,0,ORD,27000,31560,17,B712,N927AT,1,0,76,2340,202
617,2412,0,ORD,0,ATL,33900,40980,17,B712,N927AT,0,0,118,2700,526
618,1617,0,ATL,0,HOU,43680,51480,17,B712,N927AT,0,0,130,2100,603
619,1617,0,HOU,0,ATL,53580,61080,17,B712,N927AT,0,0,125,3120,603
620,1753,0,ATL,0,MOB,64200,69060,17,B712,N927AT,0,0,81,2100,261
621,1753,0,MOB,0,ATL,71160,75780,17,B712,N927AT,0,0,77,2880,261
622,1852,0,ATL,0,LEX,78660,83160,17,B712,N927AT,0,1,75,0,263
623,1337,0,XNA,0,ATL,25200,31680,17,B712,N929AT,1,0,108,11520,510
624,2311,0,IAD,0,ATL,43200,49740,17,B712,N929AT,0,0,109,960,463
625,1116,0,ATL,0,MDW,50700,57780,17,B712,N929AT,0,0,118,2400,513
626,1116,0,MDW,0,ATL,60180,67380,17,B712,N929AT,0,0,120,2820,513
627,2307,0,ATL,0,SAV,70200,74220,17,B712,N929AT,0,1,67,0,185
628,1216,0,BDL,0,DTW,21600,28500,17,B712,N933AT,1,0,115,2700,474
629,2633,0,DTW,0,TVC,31200,35220,17,B712,N933AT,0,0,67,2100,179
630,2398,0,TVC,0,DTW,37320,41100,17,B712,N933AT,0,0,63,2400,179
631,2398,0,DTW,0,TVC,43500,47460,17,B712,N933AT,0,0,66,2100,179
632,2068,0,TVC,0,DTW,49560,53340,17,B712,N933AT,0,0,63,2580,179
633,1369,0,DTW,0,MCI,55920,63240,17,B712,N933AT,0,0,122,2760,543
634,1369,0,MCI,0,DTW,66000,72900,17,B712,N933AT,0,1,115,0,543
635,989,0,SAV,0,ATL,23400,27300,17,B712,N934AT,1,0,65,4500,185
636,346,0,ATL,0,EWR,31800,40020,17,B712,N934AT,0,0,137,2280,646
637,346,0,EWR,0,ATL,42300,50460,17,B712,N934AT,0,0,136,4140,646
